Kmen,Dieta,Číslo,Označení pro ALS,Body Weight (g),Carcass Wet weight (g),Carcass Dry Weight (g),Carcass relative water,Carcass Ash weight (g),Cl- (mg/kg ash),K+ (mg/kg ash),Na+ (mg/kg ash),Total  Cl- in carcass (mg),Total K+ in carcass (mg),Total Na+ in carcass (mg),Total  Cl- in carcass (mmol),Total K+ in carcass (mmol),Total Na+ in carcass (mmol),rCarcass Cl- (mmol /g DW),rCarcass K+ (mmol /g DW),rCarcass Na+ (mmol /g DW),Carcass Na+/Carcass W,Carcass K+/Carcass W,Carcass (Na + K)/Carcass W,%W,rCar Na+/rW,rCar K+/rW,rCar Na+K/rW,rCar (Na+K),,Water/salt consuption,Day 2,Day 3,Day 4,Day 5,Day 6,Day 7,Day 8,Day 9,Day 10,Day 11,Day 12,Day 13,Day 14,Day 15
,Voda,4,BXH3-W-Skin-4,286.200,55.440,23.313,0.579,0.471,143000.000,164000.000,143000.000,67.371,77.265,67.371,1.900,1.976,2.930,0.082,0.085,0.126,0.09121438534,0.06151038779,0.1527247731,57.94982158,0.2169179508,0.1462785417,0.3631964925,0.210,,,,,,,,,,,,,,,,
,Voda,5,BXH3-W-Skin-5,264.000,55.173,22.831,0.586,0.462,85100.000,153000.000,111000.000,39.286,70.632,51.243,1.108,1.807,2.229,0.049,0.079,0.098,0.06891767703,0.05585684494,0.124774522,58.61876188,0.1665432939,0.1349810868,0.3015243807,0.177,,,,,,,,,,,,,,,,
,Voda,6,BXH3-W-Skin-6,285.300,58.000,24.172,0.583,0.459,89000.000,172000.000,130000.000,40.885,79.015,59.720,1.153,2.021,2.598,0.048,0.084,0.107,0.0767909053,0.05974096049,0.1365318658,58.3245625,0.1842593861,0.1433481304,0.3276075165,0.191,,,,,,,,,,,,,,,,
,,,,278.500,56.204,23.439,0.583,0.464,105700.000,163000.000,128000.000,49.181,75.637,59.445,1.387,1.935,2.586,0.059,0.082,0.110,0.07897432256,0.05903606441,0.138010387,58.29771532,0.1892402103,0.1415359196,0.3307761299,0.193,,,,,,,,,,,,,,,,
,,,,7.305481839,0.9073102479,0.3947430474,0.001949286556,0.003621949561,18814.85538,5546.158148,9356.672639,9.170699011,2.571080915,4.690636999,0.2586742057,0.06575940426,0.2040312225,0.01121102608,0.001732816165,0.008282831511,0.006574172313,0.001681358313,0.008159105493,,0.01485698875,0.003408544113,0.0179987871,0.009839732494,,,,,,,,,,,,,,,,
HXB13,Sůl,1,HXB13-S-Skin-1,331.700,57.489,22.544,0.608,0.553,138000.000,184000.000,119000.000,76.345,101.793,65.834,2.153,2.604,2.864,0.096,0.115,0.127,0.08194607047,0.07450343783,0.1564495083,60.78509696,0.2089666533,0.189987561,0.3989542142,0.243,,,,,,,,,,,,,,,,
,Sůl,2,HXB13-S-Skin-2,347.700,60.861,23.562,0.613,0.588,145000.000,180000.000,120000.000,85.322,105.917,70.611,2.407,2.709,3.071,0.102,0.115,0.130,0.08234570021,0.07262890632,0.1549746065,61.2857264,0.2127011372,0.1876023998,0.400303537,0.245,,,,,,,,,,,,,,,,
,Sůl,3,HXB13-S-Skin-3,379.900,68.081,25.598,0.624,0.626,133000.000,183000.000,123000.000,83.271,114.576,77.010,2.349,2.930,3.350,0.092,0.114,0.131,0.07884917776,0.06897956729,0.147828745,62.40053862,0.2097082641,0.183458924,0.3931671881,0.245,,,,,,,,,,,,,,,,
,,,,353.100,62.144,23.902,0.615,0.589,138666.667,182333.333,120666.667,81.646,107.429,71.152,2.303,2.748,3.095,0.096,0.115,0.129,0.08104698281,0.07203730381,0.1530842866,61.49045399,0.2104586849,0.1870162949,0.3974749798,0.244,,,,,,,,,,,,,,,,
,,,,14.27298939,3.146103557,0.9040611098,0.004807854745,0.02118889919,3504.484752,1210.27093,1210.27093,2.734830666,3.793199108,3.260402404,0.07714026481,0.09701698303,0.1418195201,0.003056787955,0.0002920963725,0.001212805764,0.001112682899,0.001633170643,0.002680691064,,0.001149479203,0.001920666111,0.002204168591,0.0009496045159,,,,,,,,,,,,,,,,
,Voda,4,HXB13-W-Skin-4,377.900,68.378,26.688,0.610,0.625,140000.000,179000.000,126000.000,87.495,111.869,78.746,2.468,2.861,3.425,0.092,0.107,0.128,0.08215987462,0.06863088074,0.1507907554,60.97016625,0.2105053154,0.1758421037,0.3863474191,0.236,,,,,,,,,,,,,,,,
,Voda,5,HXB13-W-Skin-5,380.000,65.573,24.511,0.626,0.646,150000.000,168000.000,126000.000,96.940,108.573,81.430,2.734,2.777,3.542,0.112,0.113,0.145,0.08625970835,0.06762761017,0.1538873185,62.62001653,0.2307644369,0.1809193154,0.4116837522,0.258,,,,,,,,,,,,,,,,
,Voda,6,HXB13-W-Skin-6,350.000,60.667,23.052,0.620,0.602,145000.000,174000.000,122000.000,87.221,104.666,73.386,2.460,2.677,3.192,0.107,0.116,0.138,0.0848638351,0.07116875857,0.1560325937,62.00188372,0.223336953,0.1872954913,0.4106324444,0.255,,,,,,,,,,,,,,,,
,,,,369.300,64.873,24.750,0.619,0.624,145000.000,173666.667,124666.667,90.552,108.369,77.854,2.554,2.772,3.386,0.104,0.112,0.137,0.08442780603,0.06914241649,0.1535702225,61.86402217,0.2215355684,0.1813523035,0.4028878719,0.249,,,,,,,,,,,,,,,,
,,,,9.736766615,2.269100092,1.063641814,0.0048460474,0.01301148031,2906.976744,3202.0759,1342.675045,3.217390975,2.096482924,2.380991244,0.09075164868,0.05362082043,0.1035672883,0.005767301774,0.002648338883,0.004747504829,0.001211864203,0.001061135649,0.001532131697,,0.005958713552,0.003336603086,0.008333775492,0.006990734044,,,,,,,,,,,,,,,,
BXH12,Sůl,1,BXH12-S-Skin-1,238.000,39.660,16.145,0.593,0.373,150000.000,182000.000,137000.000,55.995,67.941,51.142,1.579,1.738,2.225,0.098,0.108,0.138,0.09460274714,0.07389786432,0.1685006115,59.29044542,0.2323846284,0.1815246201,0.4139092485,0.245,,,,,,,,,,,,,,,,
,Sůl,2,BXH12-S-Skin-2,246.500,41.940,16.364,0.610,0.460,123000.000,159000.000,118000.000,56.637,73.213,54.334,1.598,1.873,2.363,0.098,0.114,0.144,0.09240594169,0.07321369619,0.1656196379,60.98263742,0.2368328754,0.1876438881,0.4244767635,0.259,,,,,,,,,,,,,,,,
,Sůl,3,BXH12-S-Skin-3,237.200,38.947,15.463,0.603,0.367,141000.000,183000.000,142000.000,51.682,67.077,52.049,1.458,1.716,2.264,0.094,0.111,0.146,0.09640540299,0.07305356904,0.169458972,60.29788859,0.242821854,0.1840042417,0.4268260957,0.257,,,,,,,,,,,,,,,,
,,,,240.567,40.182,15.991,0.602,0.400,138000.000,174666.667,132333.333,54.771,69.410,52.508,1.545,1.775,2.284,0.097,0.111,0.143,0.09447136394,0.07338837652,0.1678597405,60.19032381,0.2373464526,0.1843909167,0.4217373692,0.254,,,,,,,,,,,,,,,,
,,,,2.996490045,0.9091327798,0.2733779177,0.00494888722,0.03045506526,7992.864584,7893.570486,7361.790664,1.566559291,1.931223448,0.9563927716,0.04418730566,0.04939405161,0.04160074344,0.001158607841,0.001977915479,0.002628853246,0.001164514541,0.0002607177585,0.001161795853,,0.003045076706,0.001789479576,0.004000213206,0.004286105984,,,,,,,,,,,,,,,,
,Voda,4,BXH12-W-Skin-4,243.600,41.792,16.570,0.604,0.414,93300.000,158000.000,114000.000,38.661,65.471,47.238,1.090,1.675,2.055,0.066,0.101,0.124,0.08146381088,0.06638871714,0.147852528,60.35270076,0.2054712741,0.1674482712,0.3729195452,0.225,,,,,,,,,,,,,,,,
,Voda,5,BXH12-W-Skin-5,255.800,44.483,17.219,0.613,0.460,99600.000,162000.000,122000.000,45.845,74.567,56.155,1.293,1.907,2.443,0.075,0.111,0.142,0.08958943586,0.06995025536,0.1595396912,61.29191206,0.2314488796,0.1807122467,0.4121611263,0.253,,,,,,,,,,,,,,,,
,Voda,6,BXH12-W-Skin-6,244.800,42.833,16.561,0.613,0.469,102000.000,155000.000,113000.000,47.801,72.639,52.956,1.348,1.858,2.303,0.081,0.112,0.139,0.08767442813,0.07071369239,0.1583881205,61.33722344,0.2267670248,0.1828986397,0.4096656645,0.251,,,,,,,,,,,,,,,,
,,,,248.067,43.036,16.783,0.610,0.448,98300.000,158333.333,116333.333,44.102,70.892,52.116,1.244,1.813,2.267,0.074,0.108,0.135,0.08624255829,0.06901755497,0.1552601133,60.99394542,0.2212290595,0.1770197192,0.3982487787,0.243,,,,,,,,,,,,,,,,
,,,,3.90935236,0.788773792,0.2193548964,0.003231372727,0.01698810663,2612.400225,2041.793363,2867.955153,2.798103178,2.786580263,2.626315155,0.07892496701,0.07127113616,0.1142382776,0.004563255583,0.003520015301,0.005586187314,0.002469673673,0.001342104319,0.003744735264,,0.008049980615,0.004860984634,0.01277396346,0.009032058927,,,,,,,,,,,,,,,,
HXB10,Sůl,1,HXB10-S-Skin-1,239.300,41.094,16.877,0.589,0.418,131000.000,170000.000,130000.000,54.751,71.051,54.333,1.544,1.817,2.363,0.092,0.108,0.140,0.09759521986,0.07504321544,0.1726384353,58.92916022,0.2376265506,0.1827165352,0.4203430858,0.248,,,,,,,,,,,,,,,,
,Sůl,2,HXB10-S-Skin-2,233.000,39.562,16.780,0.576,0.362,148000.000,180000.000,140000.000,53.636,65.233,50.737,1.513,1.668,2.207,0.090,0.099,0.132,0.0968682929,0.07323242816,0.1701007211,57.5868133,0.2283919235,0.1726642911,0.4010562146,0.231,,,,,,,,,,,,,,,,
,Sůl,3,HXB10-S-Skin-3,240.800,40.402,17.272,0.573,0.372,140000.000,173000.000,130000.000,52.040,64.306,48.323,1.468,1.645,2.102,0.085,0.095,0.122,0.09087424096,0.07110839328,0.1619826342,57.25022677,0.2125724515,0.1663363052,0.3789087567,0.217,,,,,,,,,,,,,,,,
,,,,237.700,40.352,16.976,0.579,0.384,139666.667,174333.333,133333.333,53.476,66.864,51.131,1.508,1.710,2.224,0.089,0.101,0.131,0.09511258457,0.07312801229,0.1682405969,57.92206676,0.2261969752,0.1739057105,0.4001026857,0.232,,,,,,,,,,,,,,,,
,,,,2.406302568,0.4457927186,0.1514037742,0.005164285034,0.01729537052,4944.709621,2983.489209,3356.687612,0.7923531965,2.125735193,1.758543934,0.02234958681,0.05436899285,0.07649235463,0.002000523971,0.003680765173,0.005333982238,0.002144456324,0.00114505122,0.003236109946,,0.007366541053,0.004802544673,0.01205442773,0.008958883216,,,,,,,,,,,,,,,,
,Voda,4,HXB10-W-Skin-4,227.900,38.862,16.580,0.573,0.338,98500.000,173000.000,129000.000,33.266,58.426,43.566,0.938,1.494,1.895,0.057,0.090,0.114,0.08504657597,0.06706416856,0.1521107445,57.33715894,0.1993457863,0.1571957396,0.3565415259,0.204,,,,,,,,,,,,,,,,
,Voda,5,HXB10-W-Skin-5,228.800,42.157,17.566,0.583,0.402,134000.000,179000.000,130000.000,53.810,71.880,52.203,1.518,1.838,2.271,0.086,0.105,0.129,0.09234116991,0.07476225112,0.167103421,58.33103552,0.2216065867,0.1794195082,0.4010260949,0.234,,,,,,,,,,,,,,,,
,Voda,6,HXB10-W-Skin-6,221.300,38.340,15.775,0.589,0.336,131000.000,130000.000,143000.000,44.079,43.742,48.116,1.243,1.119,2.093,0.079,0.071,0.133,0.09275207175,0.04958019749,0.1423322692,58.85527392,0.225428823,0.1205019506,0.3459307736,0.204,,,,,,,,,,,,,,,,
,,,,226.000,39.786,16.640,0.582,0.359,121166.667,160666.667,134000.000,43.718,58.016,47.962,1.233,1.484,2.086,0.074,0.089,0.125,0.09004660588,0.06380220572,0.1538488116,58.17448946,0.2154603987,0.1523723995,0.3678327981,0.214,,,,,,,,,,,,,,,,
,,,,2.380883166,1.203331172,0.5217141045,0.00448296259,0.02164184236,11446.00944,15538.96224,4540.842835,5.974857839,8.182271262,2.512017802,0.1685304036,0.2092743486,0.1092666227,0.009006645172,0.009838293019,0.00568341115,0.002520362877,0.007502349042,0.0072538978,,0.008189483825,0.01729852055,0.01699518379,0.01004210662,,,,,,,,,,,,,,,,
HXB17,Sůl,1,HXB17-S-Skin-1,280.100,48.960,19.204,0.608,0.449,157000.000,194000.000,133000.000,70.427,87.024,59.661,1.987,2.226,2.595,0.103,0.116,0.135,0.087212666,0.07480092529,0.1620135913,60.7767692,0.2223495215,0.1907056705,0.413055192,0.251,,,,,,,,,,,,,,,,
,Sůl,2,HXB17-S-Skin-2,296.600,51.281,19.834,0.613,0.458,166000.000,183000.000,137000.000,76.002,83.785,62.724,2.144,2.143,2.728,0.108,0.108,0.138,0.08675906226,0.06814322608,0.1549022883,61.32337723,0.2243191262,0.1761871156,0.4005062419,0.246,,,,,,,,,,,,,,,,
,Sůl,3,HXB17-S-Skin-3,289.900,48.643,19.540,0.598,0.451,152000.000,176000.000,132000.000,68.484,79.297,59.473,1.932,2.028,2.587,0.099,0.104,0.132,0.08888805403,0.06968823315,0.1585762872,59.83011781,0.2212803453,0.1734837877,0.394764133,0.236,,,,,,,,,,,,,,,,
,,,,288.867,49.628,19.526,0.606,0.452,158333.333,184333.333,134000.000,71.637,83.369,60.619,2.021,2.132,2.637,0.103,0.109,0.135,0.08761992743,0.0708774615,0.1584973889,60.64342141,0.2226496644,0.1801255246,0.402775189,0.244,,,,,,,,,,,,,,,,
,,,,4.824647337,0.8375637308,0.183364216,0.004392487647,0.002836514385,4124.766793,5275.448678,1538.227506,2.268851708,2.256155208,1.061248469,0.06399658441,0.05770468812,0.04616170948,0.002681883864,0.003571947009,0.001503227378,0.0006519793198,0.002025888569,0.002067620892,,0.000896200075,0.005384788517,0.005438511452,0.004369274848,,,,,,,,,,,,,,,,
,Voda,4,HXB17-W-Skin-4,278.000,50.789,20.218,0.602,0.446,135000.000,179000.000,132000.000,60.154,79.760,58.817,1.697,2.040,2.558,0.084,0.101,0.127,0.08368643013,0.06672851508,0.1504149452,60.19239106,0.2102272212,0.1676275387,0.3778547599,0.227,,,,,,,,,,,,,,,,
,Voda,5,HXB17-W-Skin-5,271.700,49.346,18.871,0.618,0.580,90300.000,134000.000,97000.000,52.369,77.713,56.255,1.477,1.988,2.447,0.078,0.105,0.130,0.08029193479,0.06522022697,0.1455121618,61.75891398,0.2099624858,0.1705501432,0.380512629,0.235,,,,,,,,,,,,,,,,
,Voda,6,HXB17-W-Skin-6,289.700,51.737,20.882,0.596,0.476,158000.000,181000.000,130000.000,75.177,86.120,61.854,2.120,2.203,2.691,0.102,0.105,0.129,0.08719899002,0.0713877996,0.1585867896,59.63821253,0.2160434299,0.1768697674,0.3929131973,0.234,,,,,,,,,,,,,,,,
,,,,279.800,50.624,19.990,0.605,0.500,127766.667,164666.667,119666.667,62.567,81.198,58.976,1.765,2.077,2.565,0.088,0.104,0.128,0.08372578498,0.06777884722,0.1515046322,60.52983919,0.2120777123,0.1716824831,0.3837601954,0.232,,,,,,,,,,,,,,,,
,,,,5.310466517,0.6999033879,0.5958530451,0.006394680432,0.04098210957,20014.38887,15451.70486,11427.5372,6.740503107,2.549000523,1.629713552,0.1901266506,0.0651946638,0.07088854848,0.007056506431,0.001513477301,0.0009430038391,0.002007962668,0.00186926844,0.003840160809,,0.00199823377,0.00274652191,0.004672883512,0.002432649027,,,,,,,,,,,,,,,,
HXB1,Sůl,1,HXB1-S-Skin-1,297.700,59.157,23.771,0.598,0.502,152000.000,167000.000,141000.000,76.243,83.767,70.726,2.151,2.142,3.076,0.090,0.090,0.129,0.08693881619,0.06054641026,0.1474852265,59.81704635,0.2163574559,0.1506768537,0.3670343095,0.220,,,,,,,,,,,,,,,,
,Sůl,2,HXB1-S-Skin-2,321.800,63.260,24.743,0.609,0.539,152000.000,177000.000,144000.000,81.881,95.348,77.571,2.310,2.439,3.374,0.093,0.099,0.136,0.08760345953,0.06331539928,0.1509188588,60.88594121,0.2239692383,0.1618737642,0.3858430024,0.235,,,,,,,,,,,,,,,,
,Sůl,3,HXB1-S-Skin-3,281.800,52.896,19.973,0.622,0.482,107000.000,157000.000,131000.000,51.527,75.606,63.085,1.453,1.934,2.744,0.073,0.097,0.137,0.08334715349,0.05873492892,0.1420820824,62.24059792,0.2207321856,0.155550474,0.3762826596,0.234,,,,,,,,,,,,,,,,
,,,,300.433,58.438,22.829,0.610,0.507,137000.000,167000.000,138666.667,69.884,84.907,70.461,1.971,2.172,3.065,0.086,0.095,0.134,0.08596314307,0.06086557948,0.1468287226,60.98119516,0.2203529599,0.1560336973,0.3763866572,0.230,,,,,,,,,,,,,,,,
,,,,11.70906753,3.034288484,1.465474988,0.007061513912,0.0168509514,15105.09425,5813.953488,3957.476329,9.386692775,5.767692434,4.213263962,0.2647666546,0.1475177293,0.1832666644,0.006478064078,0.002586587176,0.002520479351,0.001331254284,0.001341194633,0.002590010393,,0.002220950555,0.00326399666,0.005467894028,0.005043875888,,,,,,,,,,,,,,,,
,Voda,4,HXB1-W-Skin-4,320.300,63.574,25.039,0.606,0.557,132000.000,164000.000,128000.000,73.486,91.300,71.259,2.073,2.335,3.100,0.083,0.093,0.124,0.0804360338,0.06059849591,0.1410345297,60.61415894,0.2042257614,0.1538585803,0.3580843417,0.217,,,,,,,,,,,,,,,,
,Voda,5,HXB1-W-Skin-5,326.200,62.833,27.141,0.568,0.535,127000.000,152000.000,123000.000,67.897,81.262,65.758,1.915,2.078,2.860,0.071,0.077,0.105,0.08013816392,0.05823112532,0.1383692892,56.80521462,0.1855274039,0.1348105444,0.3203379483,0.182,,,,,,,,,,,,,,,,
,Voda,6,HXB1-W-Skin-6,307.100,59.360,23.678,0.601,0.471,133000.000,162000.000,141000.000,62.699,76.371,66.471,1.769,1.953,2.891,0.075,0.082,0.122,0.08102980313,0.0547416652,0.1357714683,60.11135935,0.2031400464,0.1372362264,0.3403762729,0.205,,,,,,,,,,,,,,,,
,,,,317.867,61.922,25.286,0.592,0.521,130666.667,159333.333,130666.667,68.027,82.978,67.829,1.919,2.122,2.950,0.076,0.084,0.117,0.08053466695,0.05785709547,0.1383917624,59.17691097,0.1976310706,0.1419684504,0.3395995209,0.201,,,,,,,,,,,,,,,,
,,,,5.68589591,1.308030504,1.014246909,0.01203068336,0.02573494934,1868.924566,3737.849132,5402.077467,3.136304205,4.42522287,1.739194553,0.08846446687,0.1131819765,0.07565070394,0.003613505355,0.004916888526,0.005914777732,0.0002639121821,0.001712950963,0.001530001547,,0.006102401436,0.00602810189,0.01097975641,0.010340452,,,,,,,,,,,,,,,,
HXB3,Sůl,1,HXB3-S-Skin-1,253.400,47.763,20.229,0.576,0.435,131000.000,172000.000,124000.000,57.046,74.901,53.998,1.609,1.916,2.349,0.080,0.095,0.116,0.0853050099,0.06957586557,0.1548808755,57.6466205,0.2014125222,0.1642746491,0.3656871713,0.211,,,,,,,,,,,,,,,,
,Sůl,2,HXB3-S-Skin-2,247.800,44.544,18.502,0.585,0.508,87200.000,147000.000,99400.000,44.324,74.720,50.525,1.250,1.911,2.198,0.068,0.103,0.119,0.08439204123,0.07338541598,0.1577774572,58.46313115,0.2031738154,0.1766753682,0.3798491835,0.222,,,,,,,,,,,,,,,,
,Sůl,3,HXB3-S-Skin-3,301.100,56.737,23.392,0.588,0.604,111000.000,148000.000,103000.000,67.041,89.389,62.210,1.891,2.286,2.706,0.081,0.098,0.116,0.08115186661,0.06856465939,0.149716526,58.77052754,0.1968297477,0.1663001132,0.3631298609,0.213,,,,,,,,,,,,,,,,
,,,,267.433,49.681,20.708,0.583,0.516,109733.333,155666.667,108800.000,56.137,79.670,55.578,1.583,2.038,2.417,0.076,0.099,0.117,0.08361630591,0.07050864698,0.1541249529,58.29342639,0.2004720284,0.1690833768,0.3695554053,0.215,,,,,,,,,,,,,,,,
,,,,17.02926065,3.673629324,1.441819602,0.003377058983,0.04913480193,12748.52102,8229.020832,7724.466828,6.61981483,4.89372584,3.488532039,0.1867224451,0.1251646706,0.1517426006,0.004252454083,0.002532931622,0.0009777821701,0.001268917659,0.001477989358,0.002374002964,,0.001904031609,0.003867672227,0.005235992499,0.00342870744,,,,,,,,,,,,,,,,
,Voda,4,HXB3-W-Skin-4,273.200,53.973,22.316,0.587,0.494,126000.000,176000.000,124000.000,62.200,86.883,61.213,1.754,2.222,2.663,0.079,0.100,0.119,0.08410773642,0.0701946877,0.1543024241,58.65329072,0.2034206298,0.1697709175,0.3731915473,0.219,,,,,,,,,,,,,,,,
,Voda,5,HXB3-W-Skin-5,263.800,50.735,20.620,0.594,0.635,71400.000,118000.000,83100.000,45.328,74.912,52.756,1.279,1.916,2.295,0.062,0.093,0.111,0.07619971669,0.06362263599,0.1398223527,59.35723165,0.1874865315,0.1565410984,0.3440276299,0.204,,,,,,,,,,,,,,,,
,Voda,6,HXB3-W-Skin-6,285.700,54.598,23.222,0.575,0.501,135000.000,180000.000,126000.000,67.672,90.230,63.161,1.909,2.308,2.747,0.082,0.099,0.118,0.08756304474,0.0735529563,0.161116001,57.46658372,0.205868826,0.1729298108,0.3787986367,0.218,,,,,,,,,,,,,,,,
,,,,274.233,53.102,22.053,0.585,0.543,110800.000,158000.000,111033.333,58.400,84.008,59.043,1.647,2.149,2.568,0.074,0.097,0.116,0.08262349928,0.06912342666,0.1517469259,58.49236869,0.1989253291,0.1664139422,0.3653392713,0.214,,,,,,,,,,,,,,,,
,,,,6.387503998,1.205510125,0.7679722554,0.00555547314,0.04616926249,20009.80019,20173.66462,14076.53274,6.771288864,4.682073888,3.215884963,0.1909950121,0.1197513418,0.1398831205,0.006264111869,0.002202105337,0.002541991187,0.003386772681,0.002936680542,0.006322331412,,0.005803274595,0.005055112557,0.01085356909,0.004739413101,,,,,,,,,,,,,,,,
HXB18,Sůl,1,HXB18-S-Skin-1,297.900,49.295,18.645,0.622,0.630,112000.000,143000.000,98600.000,70.517,90.035,62.080,1.989,2.303,2.700,0.107,0.124,0.145,0.088102499,0.07513195129,0.1632344503,62.1767625,0.2329321994,0.1986396624,0.4315718618,0.268,,,,,,,,,,,,,,,,
,Sůl,2,HXB18-S-Skin-2,313.100,55.419,21.245,0.617,0.616,130000.000,157000.000,110000.000,80.099,96.735,67.776,2.259,2.474,2.948,0.106,0.116,0.139,0.08626715351,0.07239853096,0.1586656845,61.66453218,0.225032218,0.188855217,0.413887435,0.255,,,,,,,,,,,,,,,,
,Sůl,3,HXB18-S-Skin-3,326.300,57.055,21.663,0.620,0.572,146000.000,164000.000,123000.000,83.513,93.809,70.357,2.356,2.399,3.060,0.109,0.111,0.141,0.08647162942,0.06779375629,0.1542653857,62.03072595,0.2277410659,0.1785489926,0.4062900585,0.252,,,,,,,,,,,,,,,,
,,,,312.433,53.923,20.518,0.620,0.606,129333.333,154666.667,110533.333,78.043,93.526,66.738,2.201,2.392,2.903,0.107,0.117,0.142,0.08694709398,0.07177474618,0.1587218402,61.95734021,0.2285684944,0.1886812907,0.4172497851,0.259,,,,,,,,,,,,,,,,
,,,,8.262635025,2.37833228,0.9508280701,0.001534201707,0.01751850975,9889.419242,6216.672454,7098.104674,3.917307405,1.952825909,2.462293727,0.1104939089,0.04994656825,0.1071037472,0.0007533612441,0.003714028077,0.001771860032,0.0005847788663,0.002156193602,0.002607439519,,0.002333989528,0.005840967515,0.007541830422,0.005025776999,,,,,,,,,,,,,,,,
,Voda,4,HXB18-W-Skin-4,367.500,64.018,24.279,0.621,0.703,144000.000,145000.000,109000.000,101.187,101.889,76.593,2.854,2.606,3.332,0.118,0.107,0.137,0.08383536486,0.06557617508,0.1494115399,62.07555042,0.2210588836,0.1729126614,0.393971545,0.245,,,,,,,,,,,,,,,,
,Voda,5,HXB18-W-Skin-5,346.100,62.279,23.835,0.617,0.583,160000.000,180000.000,128000.000,93.327,104.992,74.661,2.632,2.685,3.248,0.110,0.113,0.136,0.08447401107,0.06984944669,0.1543234578,61.72943508,0.2207284143,0.1825148044,0.4032432186,0.249,,,,,,,,,,,,,,,,
,Voda,6,HXB18-W-Skin-6,340.800,61.317,23.699,0.614,0.666,103000.000,150000.000,99200.000,68.594,99.894,66.063,1.935,2.555,2.874,0.082,0.108,0.121,0.07638776886,0.06791734976,0.1443051186,61.35067923,0.1976432375,0.1757271497,0.3733703872,0.229,,,,,,,,,,,,,,,,
,,,,351.467,62.538,23.937,0.617,0.651,135666.667,158333.333,112066.667,87.702,102.259,72.439,2.474,2.615,3.151,0.103,0.109,0.132,0.08156571493,0.06778099051,0.1493467054,61.71855491,0.2131435118,0.1770515385,0.3901950503,0.241,,,,,,,,,,,,,,,,
,,,,8.218539613,0.7959695903,0.1763283819,0.002107895675,0.03555420288,17092.75958,11005.63633,8513.290387,9.888748664,1.493623182,3.258937236,0.2789279424,0.03820174232,0.1417557889,0.01105709112,0.00171482617,0.005204954347,0.002613713949,0.001244125997,0.002912490843,,0.007805028024,0.002869867313,0.008889703114,0.00606667401,,,,,,,,,,,,,,,,
HXB20,Sůl,1,HXB20-S-Skin-1,310.500,52.552,23.045,0.561,0.528,110000.000,152000.000,99800.000,58.072,80.245,52.687,1.638,2.052,2.292,0.071,0.089,0.099,0.07766812825,0.06955577665,0.1472239049,56.14838697,0.1771157841,0.1586162329,0.335732017,0.189,,,,,,,,,,,,,,,,
,Sůl,2,HXB20-S-Skin-2,310.200,52.517,22.216,0.577,0.652,87700.000,113000.000,77100.000,57.170,73.663,50.260,1.613,1.884,2.186,0.073,0.085,0.098,0.07214748275,0.06217596966,0.1343234524,57.69864303,0.1705559536,0.1469833928,0.3175393463,0.183,,,,,,,,,,,,,,,,
,Sůl,3,HXB20-S-Skin-3,313.200,56.865,24.147,0.575,0.638,113000.000,140000.000,94200.000,72.112,89.343,60.115,2.034,2.285,2.615,0.084,0.095,0.108,0.07991935612,0.06984035331,0.1497597094,57.53696391,0.1882092367,0.1644732919,0.3526825287,0.203,,,,,,,,,,,,,,,,
,,,,311.300,53.978,23.136,0.571,0.606,103566.667,135000.000,90366.667,62.452,81.084,54.354,1.762,2.074,2.364,0.076,0.090,0.102,0.07657832237,0.06719069987,0.1437690222,57.12799797,0.1786269915,0.1566909725,0.335317964,0.192,,,,,,,,,,,,,,,,
,,,,0.9606227699,1.45367263,0.5632609603,0.004954714193,0.03950623327,8036.375634,11613.363,6875.312406,4.871267784,4.577603543,2.98512014,0.1374018843,0.1170793498,0.1298454158,0.004186396774,0.00286482625,0.003156956259,0.002324946247,0.002526287249,0.004812663723,,0.005187871603,0.005175859275,0.01021816833,0.005929825282,,,,,,,,,,,,,,,,
,Voda,4,HXB20-W-Skin-4,307.300,53.023,21.545,0.594,0.539,89200.000,155000.000,110000.000,48.115,83.608,59.335,1.357,2.138,2.581,0.063,0.099,0.120,0.08199087101,0.06793316231,0.1499240333,59.36632433,0.2017805913,0.1671843888,0.36896498,0.219,,,,,,,,,,,,,,,,
,Voda,5,HXB20-W-Skin-5,309.700,55.072,23.219,0.578,0.808,85100.000,107000.000,72800.000,68.774,86.472,58.833,1.940,2.212,2.559,0.084,0.095,0.110,0.08034037995,0.06943262716,0.1497730071,57.83949923,0.1905584101,0.1646864385,0.3552448486,0.205,,,,,,,,,,,,,,,,
,Voda,6,HXB20-W-Skin-6,320.800,59.625,25.881,0.566,0.561,143000.000,169000.000,122000.000,80.245,94.835,68.461,2.263,2.426,2.978,0.087,0.094,0.115,0.08824837429,0.07188046965,0.1601288439,56.59398431,0.2033090872,0.1656002481,0.3689093353,0.209,,,,,,,,,,,,,,,,
,,,,312.600,55.907,23.548,0.579,0.636,105766.667,143666.667,101600.000,65.711,88.305,62.209,1.853,2.259,2.706,0.078,0.096,0.115,0.08352654175,0.06974875304,0.1532752948,57.93326929,0.1985493629,0.1658236918,0.3643730546,0.211,,,,,,,,,,,,,,,,
